method	path	controller	authentication	tenant_scope_evidence	authorization_evidence	mapping_conditions	deprecated	version	owner	usage	eol
HEAD	/api/duplicate-reviews	ooo.klae.connex.backend.controllers.DuplicateReviewController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DuplicateReviewService#list:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/duplicate-reviews/summary	ooo.klae.connex.backend.controllers.DuplicateReviewController#summary	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DuplicateReviewService#summary:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/exports/companies	ooo.klae.connex.backend.controllers.ExportController#exportCompanies	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportCompanies:domain authorization; WarmthFilterResolver#resolve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/exports/deals	ooo.klae.connex.backend.controllers.ExportController#exportDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportDeals:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/exports/persons	ooo.klae.connex.backend.controllers.ExportController#exportPersons	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportPersons:domain authorization; WarmthFilterResolver#resolve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/exports/products	ooo.klae.connex.backend.controllers.ExportController#exportProducts	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportProducts:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/goals	ooo.klae.connex.backend.controllers.GoalController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	GOAL_READ; GoalService#list:GOAL_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/goals/{id}	ooo.klae.connex.backend.controllers.GoalController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	GOAL_READ; GoalService#get:GOAL_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/health	ooo.klae.connex.backend.controllers.HealthController#health	authenticated	no MVC workspace resolution; domain scope if applicable	controller/filter boundary; no direct annotated service call	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/health/ready	ooo.klae.connex.backend.controllers.HealthController#ready	authenticated	no MVC workspace resolution; domain scope if applicable	HealthService#readiness:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/identity-collisions	ooo.klae.connex.backend.controllers.IdentityCollisionController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IdentityCollisionService#list:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/introductions	ooo.klae.connex.backend.controllers.IntroductionController#getLineage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IntroductionService#getLineage:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/introductions/overview	ooo.klae.connex.backend.controllers.IntroductionController#getOverview	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IntroductionService#getOverview:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/introductions/paths	ooo.klae.connex.backend.controllers.IntroductionController#getPaths	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	WarmPathService#getPaths:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/introductions/suggestions	ooo.klae.connex.backend.controllers.IntroductionController#getSuggestions	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IntroductionService#getSuggestions:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/invite-links	ooo.klae.connex.backend.controllers.InviteLinkController#preview	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	InviteLinkService#previewLinkByHash:domain authorization; OneTimeLinkFlowService#requireFlow:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/invites	ooo.klae.connex.backend.controllers.InviteController#preview	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	InviteService#previewInviteByHash:domain authorization; OneTimeLinkFlowService#requireFlow:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/login/oauth2/code/*	OAuth2LoginAuthenticationFilter	permitAll; OAuth state/code verification	no MVC workspace resolution; handler-owned scope	framework authentication protocol	filter/handshake route; CSRF policy and protocol validation apply	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/login/saml2/sso/{registrationId}	Saml2WebSsoAuthenticationFilter	permitAll; SSO enabled; signed solicited response	no MVC workspace resolution; handler-owned scope	framework authentication protocol	filter/handshake route; CSRF policy and protocol validation apply	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/mail/managed	ooo.klae.connex.backend.controllers.MailManagedController#managed	authenticated	no MVC workspace resolution; domain scope if applicable	MailProperties#isManaged:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/map/replay	ooo.klae.connex.backend.controllers.MapReplayController#replay	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	MapReplayService#buildReplay:domain authorization; WorkspaceService#getCurrentWorkspaceId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/metrics	ooo.klae.connex.backend.controllers.MetricsController#metrics	hasAuthority:MetricsScrapeTokenFilter.SCRAPE_AUTHORITY	no MVC workspace resolution; domain scope if applicable	controller/filter boundary; no direct annotated service call	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[text/plain; version=0.0.4; charset=utf-8]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/my-work	ooo.klae.connex.backend.controllers.MyWorkController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	WorkItemService#getPage:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/my-work/summary	ooo.klae.connex.backend.controllers.MyWorkController#summary	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	WorkItemService#summary:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/notes	ooo.klae.connex.backend.controllers.NoteController#getNotes	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	NoteService#getNotesByAuthorId:domain authorization; NoteService#getNotesByDealId:domain authorization; NoteService#getNotesByPersonId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/notes/page	ooo.klae.connex.backend.controllers.NoteController#getNotesPage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	NoteService#countNotes:domain authorization; NoteService#getNotesPage:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/notes/referencing	ooo.klae.connex.backend.controllers.NoteController#getNotesReferencing	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	NoteService#getNotesReferencing:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
